사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,자치구,총승차인원,총하차인원,총유동인구
201608,2호선,구로디지털단지,303,3,42782,6979,62139,23503,161840,82455,198785,281884,123109,160519,78994,67555,70879,55542,73034,55011,76224,68669,67670,72555,69596,75214,80008,82471,106786,108626,237515,164137,159125,162495,94559,109583,82132,106654,67427,117419,32649,73179,5329,18675,1,201,0,0,0,0,20160908,구로구,1890886,1893329,3784215
201608,2호선,구의,26,1,13492,1450,28085,13237,72836,17893,110099,49040,63212,33790,38377,24311,34843,22285,33880,24043,34803,28578,31119,30206,30917,34536,33545,39069,40400,48450,53651,76365,29911,73660,22502,49446,21047,47894,18159,48570,8885,28496,1635,9862,3,42,0,0,0,0,20160908,광진구,721427,701224,1422651
201608,2호선,낙성대,77,4,13236,2449,31504,14330,100568,24539,140381,54914,83678,41329,45512,30542,40397,26076,43768,29045,43859,32178,37570,33362,38901,38576,43340,43978,52258,55617,65005,93372,41651,99708,30978,69160,31513,65971,23403,70653,12367,47129,2184,14895,1,232,0,0,0,0,20160908,관악구,922151,888059,1810210
201608,2호선,당산,38,2,7938,4033,19755,14913,58483,36340,62514,92115,37993,43316,26925,23130,26221,23000,26011,24328,27156,27490,23795,25866,24919,26471,28123,32110,41848,40558,69585,66199,42663,62942,29270,40831,26097,39942,22688,39292,11229,26457,2156,7807,8,157,1,0,0,0,20160908,영등포구,615416,697299,1312715
201608,2호선,대림,620,14,38454,4785,40133,15748,90155,29356,119540,73068,81659,47384,48931,38302,42905,39928,45465,40034,44165,40723,39237,40105,40316,46975,44503,52472,50594,72603,73016,94376,47481,85725,35280,60465,28734,68539,21628,79070,10876,40545,1702,10544,2,264,4,4,0,0,20160908,구로구,945400,981029,1926429
201608,2호선,도림천,1,0,333,322,1163,726,2573,5665,2680,5255,1770,1648,1577,1401,1305,1203,1791,1520,1504,1123,1974,1367,2101,1365,2380,1558,2215,1760,3601,2541,1734,2260,1303,1522,891,1402,524,1289,232,950,20,304,0,13,0,0,0,0,20160908,구로구,31672,35194,66866
201608,2호선,동대문역사문화공원,242,1,9498,967,6323,8885,8584,26758,13686,59509,16458,44320,17896,40120,20061,38515,25438,38900,27889,41601,32554,41550,40323,39397,45459,37744,51963,39551,62137,45915,49855,52110,39781,36352,40040,29301,35962,23452,22924,16734,3944,5475,0,115,0,0,0,0,20160908,중구,571017,667272,1238289
201608,2호선,뚝섬,27,1,5260,2081,11110,13641,27988,30353,36219,105193,22712,44488,17387,21422,17666,17238,18709,16987,20238,18534,19378,17843,21153,19370,24523,21677,32247,26079,78027,37602,44357,31498,24134,20490,23421,18818,16826,18779,7179,12930,1040,3923,1,112,0,0,0,0,20160908,성동구,469602,499059,968661
201608,2호선,문래,10,1,4470,2055,15673,9755,45047,35148,45788,111135,27491,48601,21210,23267,21278,22346,25033,23294,25235,24408,24093,22371,26354,22202,29359,24279,39306,27177,87596,43109,43404,42864,27742,25517,25286,23250,19107,21457,9099,14652,1432,4884,2,81,2,2,0,0,20160908,영등포구,564017,571855,1135872
201608,2호선,방배,46,3,3991,3172,12394,13372,31142,31722,43822,84910,32661,51456,23610,32846,24341,25693,27070,26846,30170,30252,29105,27144,32164,26434,36668,29677,44839,34521,80213,45272,45094,40154,30260,25918,32116,23777,25706,26884,11835,15808,2189,4928,1,35,0,0,0,0,20160908,서초구,599437,600824,1200261
201608,2호선,봉천,57,1,18090,1756,32230,7773,85312,14530,111475,29970,64752,25276,37867,23144,32399,23456,34342,24331,36656,26443,30477,27172,30988,34452,32186,40292,34001,49939,39071,74753,26599,71963,20835,47853,17683,46171,14691,47807,5817,28229,906,8076,2,226,0,0,0,0,20160908,관악구,706436,653613,1360049
201608,2호선,사당,101,3,13864,3789,27123,31636,77868,59484,104670,84302,72935,60011,50279,46423,48065,53009,53629,54650,58623,56731,59281,54677,60964,62152,63506,77168,72790,106329,100511,173276,78488,150602,70468,89279,80383,82696,83272,87713,48625,55748,8564,17235,10,1044,0,0,0,0,20160908,동작구,1234019,1407957,2641976
201608,2호선,삼성,152,0,5284,5589,10554,40035,23633,127051,29083,335229,29111,257237,31056,123728,43617,119405,58428,108890,78676,113019,92039,99676,120696,88268,138964,79163,178902,76473,316766,89110,209384,62816,150457,30220,131600,23719,97079,22517,29434,11571,3885,6564,0,2414,0,0,0,3,20160908,강남구,1778800,1822697,3601497
201608,2호선,상왕십리,14,3,5712,995,11995,11559,31457,10865,42835,34919,23267,16974,16765,10998,15707,10065,15376,10222,15617,12199,13899,12513,14089,14086,16634,15948,22225,18886,25717,28656,17264,25613,10524,17542,8583,16861,6689,17907,3003,11409,522,3800,0,33,0,0,0,0,20160908,성동구,317894,302053,619947
201608,2호선,서울대입구,5161,19,33597,2864,52913,19300,147684,34155,193619,74841,121848,79834,75454,61480,70609,56523,74942,59684,84018,67761,72006,67535,74828,74309,83435,84943,95450,101405,110228,159965,74820,166670,60313,109318,56431,106990,51977,111814,27333,73997,4409,26826,4,5212,0,0,0,0,20160908,관악구,1571079,1545445,3116524
201608,2호선,서초,3,0,1537,6124,7354,24175,16044,58664,25066,131522,27685,87523,20991,42530,30447,38121,29061,28168,35918,32287,35289,32024,40176,26244,49333,27463,62494,26988,115625,33191,53646,27188,34362,14545,39096,13561,35814,13598,10751,7806,1575,1936,0,30,0,0,0,0,20160908,서초구,672267,673688,1345955
201608,2호선,선릉,79,2,6883,6822,14810,41868,27169,120851,37529,299669,39227,213757,43513,89047,56448,63234,61855,58595,72904,68421,76327,58627,98361,52572,124131,53156,156815,56010,306033,64310,176930,50789,103799,30205,107209,25687,91554,23890,35622,14638,5663,6480,4,257,0,0,0,0,20160908,강남구,1642865,1398887,3041752
201608,2호선,성수,40,0,6539,3270,12552,24635,27851,74325,33940,242168,27095,75977,23129,35320,24676,28588,26589,27528,33370,29891,35224,28410,35534,28270,36615,29742,54042,34218,161614,41652,91158,35023,45366,22985,40096,19869,29569,18785,13392,13383,1941,8501,3,1310,2,1,0,0,20160908,성동구,760337,823851,1584188
201608,2호선,시청,25,1,1686,1853,2819,21335,6118,102117,9793,200651,13351,77245,19040,33460,25718,31641,27488,28967,32144,32081,36423,30268,41927,27280,45473,25074,72514,24148,170986,26368,87336,17367,55575,9288,55028,8191,33526,7601,14125,5592,1962,1850,0,98,0,0,0,0,20160908,중구,753057,712476,1465533
201608,2호선,신답,0,0,1092,133,1763,608,5678,747,8076,1641,3091,1156,1973,1339,1856,1452,1897,1534,1914,1820,1718,1918,1794,2289,1798,3120,2098,2971,1841,6365,1307,5880,673,3169,509,3444,404,2992,175,1949,24,519,0,0,0,0,0,0,20160908,성동구,39681,45046,84727
201608,2호선,신당,27,1,7137,1648,13234,12308,27909,20090,38961,45091,26481,27901,20651,21908,20848,20811,23289,21618,23810,22881,23819,23466,24751,24706,28121,27192,33683,31719,41959,40212,29575,34702,20090,22816,17615,21188,12906,21138,6838,14381,1105,4543,1,27,0,0,0,0,20160908,중구,442810,460347,903157
201608,2호선,신대방,224,2,27789,2679,40216,12018,105238,21338,138295,39556,84863,27248,48651,22638,40271,22303,39701,24109,39106,27736,33999,29146,31909,37677,34895,45739,38278,58795,48499,87148,34161,88077,24377,63877,19567,66017,13904,74860,6854,42807,1133,12242,2,128,1,1,0,0,20160908,동작구,851933,806141,1658074
201608,2호선,신도림,2786,18,45049,6870,64045,23929,163659,52855,162198,135066,104305,84847,75517,77814,74407,78256,82979,86412,88883,90245,87230,88369,92469,90813,99960,103417,121994,126064,167515,196887,115824,189771,95211,110646,100849,100655,84353,104898,35747,77653,4870,34670,17,3947,1,0,0,0,20160908,구로구,1869868,1864102,3733970
201608,2호선,신림,212,6,48122,5536,90837,24878,254967,41745,341416,73189,194081,63767,109934,57886,95067,63668,98136,68176,98877,77759,86754,82764,87281,97945,92785,114697,104746,149057,119188,247756,89633,267714,72908,179799,69084,170451,63612,177652,36370,117656,6015,37067,7,547,1,1,0,0,20160908,관악구,2160033,2119716,4279749
201608,2호선,신설동,50,6,1290,192,1511,1742,2919,6195,4614,15106,4102,10348,5105,7671,6873,7369,7193,7372,8004,8071,8439,6937,9063,6360,9348,5667,11215,6335,15362,6164,7601,4663,4786,2849,4909,2507,3424,2542,978,2063,117,573,2,111,0,0,0,0,20160908,동대문구,116905,110843,227748
201608,2호선,신정네거리,36,0,12745,1077,17752,3868,50431,5263,46022,11529,25832,9036,18104,8034,16002,8941,16104,10255,15143,11743,13166,12561,12739,15564,13473,19377,14101,26252,14882,40650,10325,40798,7074,25370,5990,24608,4566,23358,2144,16093,349,4747,5,271,0,1,0,0,20160908,양천구,316985,319396,636381
201608,2호선,신촌,86,5,12748,3818,20238,20115,48397,45888,63187,99731,46583,122609,48612,84865,59971,86157,74301,90561,84862,106088,84205,92396,92073,87048,106206,91213,127158,108072,133640,150650,102801,129940,105530,71095,112855,57593,121797,51788,65813,39697,10056,12408,0,54,0,0,0,0,20160908,마포구,1521119,1551791,3072910
201608,2호선,아현,17,2,5255,1437,11429,13161,25627,12947,34864,20510,22249,13051,16321,10650,15278,9366,16481,10665,16725,11961,14345,12023,15399,13342,19716,15550,23097,18943,21335,25835,13091,23941,9077,16904,7756,16148,5553,15914,2697,11295,415,3339,1,15,0,0,0,0,20160908,마포구,296728,276999,573727
201608,2호선,양천구청,41,1,5131,1038,12474,2480,32130,5744,27928,10792,17460,6956,12336,5879,11182,6426,11341,6946,10334,8197,8835,8499,8554,9528,9335,12193,10658,15633,10252,23570,5502,26011,3730,17289,3082,15567,2887,16113,1177,12490,171,4311,0,84,0,0,0,0,20160908,양천구,204540,215747,420287
201608,2호선,역삼,58,3,4715,7998,10877,35727,17895,126819,27123,359397,27814,255705,28782,101907,40114,71846,43666,56567,55320,68307,58197,58438,75704,55591,87218,50489,130881,53707,290728,62773,165349,49277,92778,28613,97485,22080,69187,19755,30416,13082,4827,4391,0,98,0,0,0,0,20160908,강남구,1359134,1502570,2861704
201608,2호선,영등포구청,50,5,6976,2971,15390,13143,46075,39370,46243,108672,33388,54779,26647,27635,27128,23811,28106,24839,28491,26888,28278,26400,29958,26309,32573,28392,46000,33789,95860,48595,45746,45181,29972,27814,27635,25367,22405,24367,10509,17357,1565,6278,3,90,0,1,0,0,20160908,영등포구,628998,632053,1261051
201608,2호선,용답,5,1,2577,228,3692,1435,9563,1370,14241,2734,6298,2260,4108,1926,3500,2303,3860,2412,4087,2700,3309,2962,3122,3615,3367,4879,3741,5659,3405,9631,2315,8369,1570,5209,1221,6092,939,5783,461,3825,80,1113,2,3,0,0,0,0,20160908,성동구,75463,74509,149972
201608,2호선,용두,3,1,983,215,1624,1251,4966,2573,7573,6427,3763,3816,3613,3275,3619,3542,4111,3435,4196,3959,4208,3989,4415,4384,4565,4580,4883,5054,6386,7000,3635,6281,2397,3618,1959,3487,1520,2788,656,2065,119,545,0,12,0,0,0,0,20160908,동대문구,69194,72297,141491
201608,2호선,을지로3가,17,0,1259,1638,2623,21880,5011,69131,10261,154533,14696,74249,18946,33951,22106,29218,23115,23582,26630,26446,28823,23800,32272,21439,36716,21371,56260,21643,125556,23163,73138,15740,42492,9083,38926,7968,29286,7157,13398,5524,2321,1512,4,64,0,1,0,0,20160908,중구,603856,593093,1196949
201608,2호선,을지로4가,3,0,880,779,1711,9625,3733,25914,6598,79411,11645,45720,15492,26429,17291,24568,19261,21831,20987,20569,23758,20303,25036,18022,28480,16954,37365,14370,70960,13333,46151,8858,19997,5614,15244,5728,9535,5506,4706,4181,836,1023,2,35,0,0,0,0,20160908,중구,379671,368773,748444
201608,2호선,을지로입구,119,3,3949,3233,3741,33868,8738,146588,15609,331374,23076,162305,32165,97154,42243,102666,48247,79934,62591,81978,74187,74459,88454,73069,98317,71165,129030,71046,291061,80679,184364,57671,168751,30612,139964,23904,97872,19385,45835,12205,5186,4940,3,1053,1,0,0,0,20160908,중구,1563503,1559291,3122794
201608,2호선,이대,43,1,4631,1493,8599,8110,21703,17223,29588,45536,22229,49496,20308,46486,23887,40522,38199,43269,37928,45461,36382,40247,39874,38274,49519,37954,57929,38659,56264,45577,40099,40829,33476,24836,35206,22056,27697,21042,9458,16461,1079,5214,1,20,1,1,0,0,20160908,마포구,594100,628767,1222867
201608,2호선,잠실,98,5,15796,6954,53329,74351,145419,94807,201325,165479,137097,164474,93494,125099,95614,134683,103108,131201,119275,134891,122014,134172,144998,136885,170235,144270,227924,159412,255651,227242,195815,194617,186905,115759,161885,108078,133644,110997,54864,66280,5487,16418,2,157,1,0,0,0,20160908,송파구,2623980,2446231,5070211
201608,2호선,잠실나루,7,0,3856,2076,17998,10816,54814,24669,62001,45898,37411,30177,28797,23918,28551,20830,28212,23977,26692,25207,26736,23738,28884,23830,31669,24810,36010,29553,41889,46214,24636,45861,19067,29429,15976,27832,10902,28479,4913,17893,736,5486,0,62,0,0,0,0,20160908,송파구,529757,510755,1040512
201608,2호선,종합운동장,15,0,3200,1338,9799,12140,25695,22845,35532,37968,26516,22703,17936,15850,17747,16112,17542,17258,18758,20411,18483,24516,19853,31309,23887,43334,27742,84098,35255,90387,26483,47684,35234,22784,79038,20548,60792,21974,13018,12815,593,3725,3,129,0,0,0,0,20160908,송파구,513121,569928,1083049
201608,2호선,충정로,26,0,4169,1341,8603,6876,20146,26381,25877,70291,18202,39478,14468,14836,15656,12485,14947,12670,15844,14468,14706,13686,15776,13958,17682,15100,23473,18161,61193,25835,25363,21879,15131,15223,13702,15344,10907,14498,4532,10035,719,3314,1,55,0,0,0,0,20160908,서대문구,341123,365914,707037
201608,2호선,한양대,9,0,1364,515,3142,6664,6678,16327,9579,45261,7335,40954,6938,20853,11058,15626,15756,17701,13162,18409,15079,14706,18015,12739,21970,11644,31464,11875,29966,14052,16517,10195,12579,6980,13944,6664,11552,6225,6603,4668,1256,1553,0,13,0,0,0,0,20160908,성동구,253966,283624,537590
201608,2호선,합정,58,0,11466,4413,21061,17742,53571,41960,62154,97794,41112,72472,33056,46152,34040,43000,36811,47498,41017,54808,41102,52280,44670,51280,52027,58517,66829,70668,109609,107245,80606,100274,65007,55184,77261,44125,79429,39104,44425,26210,6830,9153,6,450,0,0,0,0,20160908,마포구,1002147,1040329,2042476
201608,2호선,홍대입구,1687,28,49426,3785,47634,17955,85621,41537,98897,125409,69528,126125,63562,101485,68619,124727,78556,154962,92574,177156,102444,174047,123500,171934,147738,185475,174332,206534,218714,271016,185499,242936,177711,144638,220914,111253,244735,94638,139657,72230,16944,26032,4,2796,0,0,0,0,20160908,마포구,2408296,2576698,4984994
201608,3호선,가락시장,17,0,3042,545,8581,5867,22788,10840,25635,27204,18361,13070,15523,9875,15252,10453,14800,11005,14690,11647,14278,12735,14436,14318,15751,15667,18244,17672,26288,24021,15268,23601,11104,15559,9889,14026,7776,13851,3300,8757,524,2522,0,28,0,0,0,0,20160908,송파구,275547,263263,538810
201608,3호선,경복궁,58,1,2811,1882,7162,16106,16645,50389,25563,124922,24193,68591,21107,50679,26961,50027,33010,45646,39670,46147,43845,40957,49921,37082,55295,34417,63894,36984,112255,42539,53651,34960,40929,17864,44635,14093,32646,13326,11512,8269,1515,2351,1,41,2,2,0,0,20160908,종로구,707281,737275,1444556
201608,3호선,경찰병원,30,0,2523,153,7654,2729,24154,9088,26674,36430,15272,16094,12792,9348,11778,7642,10814,7763,11191,9890,10921,10162,11074,9789,11353,10355,14483,13215,24399,18791,10679,20439,7590,12898,6758,11394,4854,11415,1829,7838,170,2107,0,0,0,0,0,0,20160908,송파구,226992,227540,454532
201608,3호선,고속터미널,71,2,7977,5407,9543,42234,33866,63571,55708,89284,59568,119380,65840,105691,77006,125431,93135,126397,106264,126455,113177,132696,127972,135915,141878,138711,153924,145075,161846,165739,149316,125248,164974,74957,128468,52664,89711,41269,37833,21720,4135,4517,0,1,0,0,0,0,20160908,서초구,1782212,1842364,3624576
201608,3호선,교대,10,0,1251,717,3500,7805,8333,28565,11007,55402,9918,37517,12143,19405,15006,14760,16492,13217,20411,14244,22017,13835,24773,12000,27460,11752,35733,14060,68202,19448,34326,15180,24509,7460,26826,5555,39097,4976,9962,3254,1480,1087,0,1,0,0,0,0,20160908,서초구,412456,300240,712696
201608,3호선,구파발,57,1,8669,2078,30600,20082,84370,17495,76377,23389,42046,19277,28635,17305,24500,13926,24112,14174,23654,15027,20839,15639,21207,17046,28223,22365,33990,26302,26047,43613,16406,48989,10208,31711,7874,30733,5496,30212,2711,22364,430,6777,0,424,0,0,0,0,20160908,은평구,516451,438929,955380
201608,3호선,금호,14,2,4633,927,10547,8060,25912,5170,35864,8413,21651,7333,14401,6431,12342,6827,11840,7611,11019,8531,9820,9213,9553,11415,11328,13360,13993,16533,12225,24462,8497,22130,6206,15618,5286,14740,3667,14307,1715,8361,288,2303,0,0,0,0,0,0,20160908,성동구,230801,211747,442548
201608,3호선,남부터미널,54,0,3468,1270,10021,31441,31263,68858,48406,191618,44042,93224,46875,60832,51482,54390,53849,52587,56731,62476,56257,63438,61567,60998,67803,63695,93759,69485,172438,82791,92692,68118,67398,36081,58153,30535,52650,24361,27569,13017,2144,3343,0,0,0,0,0,0,20160908,서초구,1098621,1132558,2231179
201608,3호선,녹번,83,2,9667,849,22034,5398,57778,7596,64879,18916,36354,12141,24424,9687,20778,9353,19551,10469,17976,12157,16294,13057,14968,15359,15833,19792,18142,23974,20945,37619,11757,42745,8192,27662,6976,25365,5119,25349,2431,15941,249,4111,0,0,0,0,0,0,20160908,은평구,394430,337542,731972
201608,3호선,대청,26,5,3902,1267,11703,5871,29830,15787,33045,27920,19102,11858,14612,8074,13721,8171,14134,8845,14174,10063,12877,10720,14860,13234,19403,13509,22259,16936,32508,24104,15352,24246,11292,16947,9967,15648,7334,18388,2887,10871,389,3757,0,3,0,0,0,0,20160908,강남구,303377,266224,569601
201608,3호선,대치,12,0,2779,719,13103,9824,27594,18702,27556,30254,18349,25022,14616,15770,15598,14909,18695,18436,19473,19975,17100,17396,19476,18461,23174,23348,29030,27853,31245,30393,23378,25533,16445,15301,22086,14663,31625,16416,4666,9372,686,3141,0,7,0,0,0,0,20160908,강남구,376686,355495,732181
201608,3호선,도곡,21,0,1543,271,4874,4189,13383,12942,15781,25845,10422,19879,8476,7992,8840,8158,9340,8372,10435,8474,9708,7580,11425,7609,13715,8342,17105,9936,24231,13223,13914,12630,8530,8262,8289,7418,7072,8574,2275,5092,322,2594,3,409,0,0,0,0,20160908,강남구,199704,187791,387495
201608,3호선,독립문,212,15,5771,718,6487,5335,16306,14599,21215,18661,15308,14838,12517,13738,12934,11799,15706,11662,14414,13343,13984,12484,15949,12781,16754,13262,17097,15623,17612,17905,10169,16132,6763,10700,5881,9751,4361,9293,1559,6424,198,3184,1,980,0,0,0,0,20160908,서대문구,231198,233227,464425
201608,3호선,동대입구,37,3,1543,1223,3636,7939,7365,19272,9119,67773,8366,29440,7702,21365,9794,26766,12756,18749,15249,18125,14266,16803,15973,13255,18956,13123,27008,15185,53748,17553,27251,13938,17481,8259,25880,7273,16685,6464,6030,4413,767,1416,2,140,0,0,0,0,20160908,중구,299614,328477,628091
201608,3호선,매봉,11,0,1745,576,6799,8876,16904,22541,19503,76487,13961,39416,12357,16212,12827,13877,12449,12470,14173,13114,15030,12351,17633,12069,18731,12448,28554,14729,61984,21222,31450,18079,18845,10834,20157,9160,13244,10076,5332,5853,709,1692,0,95,0,0,0,0,20160908,강남구,342398,332177,674575
201608,3호선,무악재,19,3,2223,207,6277,1917,17225,2916,19004,5819,11675,4340,8208,3592,6965,3738,6564,3820,6320,4410,5484,5055,4919,5849,5033,7560,5928,8691,7247,13368,4313,14579,2933,9974,2711,9201,1669,9118,704,5987,111,1886,0,1,0,0,0,0,20160908,서대문구,125532,122031,247563
201608,3호선,불광,17,0,11930,1288,24139,7580,67188,11431,74909,35117,41544,37419,29838,29220,27493,28782,28329,33500,31002,35995,28912,34869,29373,34497,33786,40490,36893,44350,40341,65991,26175,67598,20183,40790,17359,35853,14368,33077,5743,21681,846,6695,0,1,0,0,0,0,20160908,은평구,590368,646224,1236592
201608,3호선,수서,100,2,4964,1018,14178,8615,34113,21681,34340,44939,22631,20226,17954,13586,16856,12281,18015,12763,18148,13032,16628,13888,17043,15517,20825,18137,25305,21867,37136,30108,17956,31404,12206,21971,10293,18832,6936,21066,2605,12088,306,5497,1,382,0,0,0,0,20160908,강남구,348539,358900,707439
201608,3호선,신사,70,7,5592,1469,8581,18105,15764,44003,22121,122110,19025,132258,19796,73631,25538,57939,31238,59307,37770,64028,44791,59867,55345,55683,62764,56810,78559,60134,139430,83450,111599,66984,76235,31351,82009,20377,79484,17366,35657,12589,4018,4808,0,7,0,0,0,0,20160908,강남구,955386,1042283,1997669
201608,3호선,안국,28,2,2024,1968,4022,22189,7594,110879,12292,113004,12383,80657,17665,62153,24123,60675,32863,54314,38890,53483,47070,49989,56609,41179,67129,37720,84148,35435,138765,35376,68081,21896,49095,11050,51633,8015,33639,7474,10029,4718,1092,1499,3,0,0,0,0,0,20160908,종로구,759177,813675,1572852
201608,3호선,압구정,43,0,3779,2093,10268,24916,19899,55472,29345,168635,22295,175954,28281,83922,36233,72900,43271,59393,49904,65817,56764,60713,67875,54869,75720,54750,89306,59318,141581,72416,123391,54784,97012,25555,71046,18180,59973,15996,20128,9131,2343,3400,2,380,0,1,1,0,20160908,강남구,1048460,1138595,2187055
201608,3호선,약수,92,1,6913,1314,12503,7520,32045,16264,44946,38256,31080,23834,21695,18341,20685,17024,22891,17057,23082,18248,21109,18049,21961,20333,23446,23984,26732,28611,37246,40330,25332,33995,18490,22975,17693,21806,13464,20800,6504,13598,882,5021,1,647,0,0,0,0,20160908,중구,428792,408008,836800
201608,3호선,양재,90,2,6292,2460,15974,38951,39346,114056,49937,262442,37063,130264,36667,60202,39803,53228,41880,47484,49927,54029,51794,48958,61596,47409,68025,48065,106037,58322,209247,78817,115888,66953,76641,40753,75240,35121,57966,33214,22673,19131,2564,5473,0,46,0,0,0,0,20160908,서초구,1164650,1245380,2410030
201608,3호선,연신내,226,23,29815,1850,59986,14748,158511,28699,179499,41052,99963,44193,68699,40348,63826,38552,68234,41019,64310,47609,56676,49128,57091,59924,65215,72434,65067,87231,62872,135695,47158,150809,36624,95704,33118,84920,29253,81809,14842,56991,2142,19583,0,15,0,0,0,0,20160908,은평구,1263127,1192336,2455463
201608,3호선,오금,30,0,2984,7,8346,2765,26699,7820,32747,17218,16753,7336,10578,6170,9711,5353,9635,5755,9604,6726,7966,7090,8002,7946,8850,9483,10027,11764,15533,18369,8098,18510,5575,11887,4972,11328,3767,13404,1496,8775,159,2518,0,0,0,0,0,0,20160908,송파구,201532,180224,381756
201608,3호선,옥수,145,3,3390,1164,10645,6727,28563,9035,37230,18141,25452,12907,17697,9692,16469,10159,15396,11794,16165,13658,14371,14651,14551,16765,15430,19755,18935,23114,20165,34065,14506,33041,9864,22186,8999,20833,7224,20684,3443,11692,545,3002,0,1,0,0,0,0,20160908,성동구,299185,313069,612254
201608,3호선,을지로3가,5,0,680,847,1072,8156,1754,33453,3607,77454,6040,36688,7823,19025,9244,16030,9898,14280,12221,14465,14010,12670,15435,12449,16304,11958,24296,11624,58146,12562,35495,7951,18978,3940,15988,3421,11095,2739,5244,2060,820,668,1,7,0,0,0,0,20160908,중구,268156,302447,570603
201608,3호선,일원,14,0,2309,1222,8384,8790,22003,24974,22028,24659,15873,21729,16801,20115,18661,16122,18867,16766,17185,17633,18580,15174,21451,13261,23439,12077,24266,13802,15944,17868,9966,18059,7508,12047,4986,11288,3796,12418,1084,6545,165,2215,0,33,0,0,0,0,20160908,강남구,273310,286797,560107
201608,3호선,잠원,5,1,1528,784,6128,4569,17055,8031,20781,10667,12927,8260,9049,5688,8952,5968,8792,7064,8864,8048,7996,7394,8711,8024,9522,9150,11503,10870,11266,16157,8443,14727,5519,9420,4650,9079,4117,11063,1546,5738,169,1574,0,0,0,0,0,0,20160908,서초구,167523,162276,329799
201608,3호선,종로3가,17,6,843,588,1353,4718,1851,12350,2750,42624,4787,41114,6912,30048,8839,23908,9976,24176,11282,28047,13733,24669,16931,19390,22844,17008,26635,15748,39310,16630,35672,11479,16838,6093,14499,5098,10395,4279,4625,3008,660,1028,3,17,0,0,0,0,20160908,종로구,250755,332026,582781
201608,3호선,지축,0,0,430,66,2187,1082,5753,1785,6425,2062,4031,2032,2539,1848,2147,1836,2547,1665,2209,1682,1812,1904,2207,2455,2411,2873,2482,3227,2632,4902,1288,4599,687,3222,414,2590,157,2072,99,1126,17,159,0,0,0,0,0,0,20160908,고양시,42474,43187,85661
201608,3호선,충무로,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,2,0,5,0,2,0,6,0,1,0,1,0,3,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,20160908,중구,34,0,34
201608,3호선,학여울,1,0,560,337,1679,2278,4280,3953,4243,8899,3319,8146,2487,8215,3425,8290,6502,6816,8473,6590,7869,5958,9141,4989,7972,3752,7691,3721,8203,5119,3838,4746,2670,2758,2930,2409,2382,2631,693,1552,54,502,0,1,0,0,0,0,20160908,강남구,88412,91662,180074
201608,3호선,홍제,66,6,11624,1496,27347,8510,72023,13600,82597,29824,50082,22973,36425,19532,33328,19019,33357,21353,31574,23346,28376,25219,27457,29319,29013,35138,30958,40698,33618,59970,20950,62470,15609,39532,11941,36307,8694,36160,3923,22495,521,6069,0,0,0,0,0,0,20160908,서대문구,589483,553036,1142519
201608,4호선,길음,44,1,12427,2749,40399,9888,109938,20506,110342,38798,64743,31829,42652,25230,37913,25790,39398,27862,37985,31484,34312,32481,33361,36033,39347,41188,45152,53169,47487,80479,31384,84135,23173,56196,17444,50940,15036,53173,7208,34719,1090,8882,1,0,0,0,0,0,20160908,성북구,790836,745532,1536368
201608,4호선,남태령,8,1,418,84,864,1882,2826,4725,4634,4314,2944,1626,1973,1132,2256,1039,2503,1074,2566,1185,2428,1140,2688,1182,3952,1348,4940,1689,7142,2061,3726,2189,1234,1211,773,1217,399,1105,146,613,34,227,1,10,0,0,0,0,20160908,서초구,48455,31054,79509
201608,4호선,노원,168,7,12884,623,32667,10989,63566,19299,65839,36576,41084,41114,34845,28937,32070,28864,34786,30217,34993,36399,32584,35933,34736,38842,37735,43673,41076,58073,43165,83551,33261,89568,36314,58068,32791,49222,34386,45373,16786,34134,2990,11737,4,656,0,0,0,0,20160908,노원구,698730,781855,1480585
201608,4호선,동대문,410,3,8988,2670,4495,15952,5991,44522,9925,93123,15640,82782,23343,69640,31874,61908,41529,52810,47964,53510,56933,50196,63916,43892,72573,38765,95980,30445,94314,26243,53663,31863,38452,23365,33131,16282,29877,10608,20232,9632,2087,2800,0,29,0,0,0,0,20160908,종로구,751317,761040,1512357
