구명,연도,업종,평균_당월매출,연령대_20_매출,연령대_30_매출,연령대_40_매출,연령대_50_매출,주말_매출_비율,폐업률,총_유동인구,유동인구_20대,유동인구_30대,유동인구_40대,유동인구_50대,출근시간_유동인구_06_11,점심시간_유동인구_11_14,저녁시간_유동인구_17_21,평균_승차,평균_하차,총_직장인구,직장인구_20대,직장인구_30대,직장인구_40대,직장인구_50대,임대료,임대료_증감률,경쟁강도,임대료_매출_비율
관악구,2023,일식음식점,435919637.1379311,129534325.87931034,114604087.8275862,56042956.22413793,57133795.10344828,0.3247,11.62,1015567.8006756756,268551.66891891893,200643.27702702704,140518.0168918919,122670.0777027027,206119.0304054054,110330.1722972973,169289.41216216216,566990.0833333334,545364.4074074074,41985.75,6022.75,10448.75,10336.0,9366.5,107310,4.54,251,0.000246
관악구,2023,중식음식점,185719033.9333333,41041639.49333333,40865049.16,29208305.6,30832106.01333333,0.3377,10.58,1015567.8006756756,268551.66891891893,200643.27702702704,140518.0168918919,122670.0777027027,206119.0304054054,110330.1722972973,169289.41216216216,566990.0833333334,545364.4074074074,41985.75,6022.75,10448.75,10336.0,9366.5,107310,4.54,186,0.000578
관악구,2023,치킨전문점,125820826.44444443,23932836.94017094,29302578.46153846,24744750.982905984,26292544.41025641,0.3342,11.13,1015567.8006756756,268551.66891891893,200643.27702702704,140518.0168918919,122670.0777027027,206119.0304054054,110330.1722972973,169289.41216216216,566990.0833333334,545364.4074074074,41985.75,6022.75,10448.75,10336.0,9366.5,107310,4.54,535,0.000853
관악구,2023,커피-음료,270803022.2011494,88220597.99425288,76615711.0862069,38307963.37931035,34438970.844827585,0.3532,14.41,1015567.8006756756,268551.66891891893,200643.27702702704,140518.0168918919,122670.0777027027,206119.0304054054,110330.1722972973,169289.41216216216,566990.0833333334,545364.4074074074,41985.75,6022.75,10448.75,10336.0,9366.5,107310,4.54,588,0.000396
관악구,2023,한식음식점,1378468331.1780305,276273560.4507576,312901341.32954544,203116083.6818182,245503074.28030303,0.3259,11.0,1015567.8006756756,268551.66891891893,200643.27702702704,140518.0168918919,122670.0777027027,206119.0304054054,110330.1722972973,169289.41216216216,566990.0833333334,545364.4074074074,41985.75,6022.75,10448.75,10336.0,9366.5,107310,4.54,2087,7.8e-05
관악구,2024,분식전문점,202329015.3734177,42999453.37341772,54636973.55063291,36711155.70253164,35583302.56962025,0.2891,11.8,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,396,0.00053
관악구,2024,양식음식점,450243282.4054054,140409143.75675675,133977494.16216215,56137522.05405405,51236148.86486486,0.3506,13.51,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,333,0.000238
관악구,2024,일식음식점,416260599.7627119,111398011.27118644,110597439.37288135,54266343.38983051,56566823.38983051,0.3138,14.19,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,248,0.000258
관악구,2024,중식음식점,175291886.7972973,35090049.783783786,40620579.0,26579063.33783784,29475867.243243244,0.3273,8.41,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,196,0.000612
관악구,2024,치킨전문점,109006202.06481482,17954487.990740743,25164062.435185187,20716463.361111112,23521095.8425926,0.3223,9.75,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,509,0.000984
관악구,2024,커피-음료,286526523.1916168,84267771.06586826,85499686.5748503,40405016.43712575,37784575.88023952,0.3448,17.41,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,574,0.000374
관악구,2024,한식음식점,1379152110.059925,247377522.7715356,326818781.3483146,203940008.082397,248962469.9026217,0.3223,12.28,995135.7364864864,260837.84797297296,200680.19594594595,137971.5608108108,122079.28716216216,203000.19594594595,108576.41891891892,165481.20945945947,575490.25,553993.9166666666,41291.0,5777.25,10243.5,10194.0,9412.25,107209,-0.09,2157,7.8e-05
광진구,2019,분식전문점,242312371.008547,94557840.78632478,49412262.58119658,43633774.39316239,27224296.256410256,0.3108,11.26,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,331,0.000377
광진구,2019,양식음식점,373291824.3095238,169466369.92857143,75361201.38095239,45918604.73809524,31931569.14285714,0.3562,9.92,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,236,0.000245
광진구,2019,일식음식점,425432686.58,138963168.14,79517236.16,65649266.9,57178333.5,0.2862,7.93,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,267,0.000215
광진구,2019,중식음식점,549360172.0344827,204060581.0,131458370.10344829,79858956.37931034,58186940.03448276,0.3592,9.8,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,221,0.000166
광진구,2019,치킨전문점,123214926.48809524,46628188.23809524,25407659.666666668,19188085.416666668,20132913.27380952,0.3268,9.04,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,624,0.000741
광진구,2019,커피-음료,298925326.8366013,143383185.59477124,62176272.2745098,36204553.4509804,28458918.647058822,0.339,8.61,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,435,0.000305
광진구,2019,한식음식점,1380815857.46789,359088381.72477067,254133721.94495413,229869993.94954127,227631025.85779816,0.3091,8.57,1012372.379032258,199922.96774193548,171095.87096774194,146177.62903225806,146596.9435483871,205173.36290322585,110782.03225806452,167155.79032258064,612864.3181818182,608288.1060606061,48020.0,7183.0,9884.0,11825.0,12715.0,91299,0.0,1708,6.6e-05
광진구,2020,분식전문점,198109950.72580644,65807641.64516129,44496094.57258064,38345349.57258064,25966648.55645161,0.2894,11.89,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,326,0.000459
광진구,2020,양식음식점,321691107.5952381,134393422.7857143,70322442.78571428,39308461.88095238,28386808.69047619,0.3468,11.03,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,250,0.000283
광진구,2020,일식음식점,345947138.44,102151267.68,68353049.36,51191241.42,48544171.88,0.2653,8.65,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,285,0.000263
광진구,2020,중식음식점,333955754.8305085,106490486.83050849,80296745.40677966,52037063.83050848,40844954.62711865,0.3382,5.79,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,228,0.000272
광진구,2020,치킨전문점,103051169.75268815,39241354.66666666,19238354.29032258,16000057.58064516,15221667.41935484,0.3256,7.74,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,608,0.000882
광진구,2020,커피-음료,280250910.8896104,122254136.64935064,62740991.246753246,35880864.097402595,29561178.084415585,0.3293,12.26,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,494,0.000325
광진구,2020,한식음식점,1271796715.1712964,297743436.5092593,237785814.0231481,211565370.7453704,228610340.2638889,0.2976,7.59,1008047.8951612904,202038.95967741936,174837.65322580645,147838.78629032258,145014.39112903227,204972.33467741936,112076.73387096774,166360.93951612903,432069.73484848486,428448.1818181818,48840.25,7345.25,10063.5,12026.0,12941.25,90942,-0.39,1753,7.2e-05
광진구,2021,분식전문점,189816954.0945946,50525037.5472973,43857278.817567565,38920378.70945946,28406779.58783784,0.2873,10.43,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,335,0.000515
광진구,2021,양식음식점,334556635.77272725,128383972.5,76032029.75,49936753.04545455,33947849.02272727,0.3755,9.12,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,259,0.000292
광진구,2021,일식음식점,424093329.18367344,109311773.20408164,78140361.65306123,63725935.36734694,63111746.42857143,0.2752,10.19,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,291,0.00023
광진구,2021,중식음식점,419808565.3484849,139727616.04545453,97330217.4090909,61761815.90909091,53801270.13636363,0.3479,4.8,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,238,0.000233
광진구,2021,치킨전문점,110026394.63865548,34627636.10084034,22332931.97478992,19726449.781512607,18586061.08403361,0.315,9.35,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,582,0.000888
광진구,2021,커피-음료,348460161.045977,134341162.88505748,78432206.35632184,50177816.99425288,42227955.09770115,0.3164,11.54,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,544,0.00028
광진구,2021,한식음식점,1417084628.3564816,287693799.2407407,259628640.0231481,228364777.6111111,266761697.43055555,0.3,8.6,973078.7782258064,195137.2540322581,170831.82258064515,145673.1814516129,141184.7943548387,198111.71774193548,108036.93548387096,160543.3266129032,430116.42424242425,424727.0075757576,51278.75,7829.0,10622.25,12639.0,13600.5,97741,7.48,1786,6.9e-05
광진구,2022,분식전문점,225086004.7762237,55905902.615384616,52513884.74125874,47752907.2027972,36550938.42657343,0.2847,10.24,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,333,0.000421
광진구,2022,양식음식점,417861450.95238096,141991897.54761904,94894992.3095238,68963421.64285715,46780348.61904762,0.3816,11.63,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,266,0.000227
광진구,2022,일식음식점,438516523.86538464,114844579.46153846,85725270.0,63532712.807692304,64285616.711538464,0.2806,11.01,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,283,0.000216
광진구,2022,중식음식점,540677692.969697,181711013.37878788,125178359.16666669,82227979.78787878,67724674.9090909,0.3527,7.81,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,248,0.000175
광진구,2022,치킨전문점,124260606.71818182,40155398.20909091,26175614.09090909,20195539.536363635,20442491.93636364,0.323,9.85,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,549,0.000763
광진구,2022,커피-음료,383018936.4505494,136900971.98351648,89173296.2967033,56430503.972527474,50438495.36263736,0.3312,15.25,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,578,0.000247
광진구,2022,한식음식점,1757552393.3472223,343273260.0231481,333570915.1157407,276064913.0046296,320205052.9583333,0.3103,9.78,974175.9193548388,202743.4435483871,170629.73790322582,144951.12096774194,138822.73790322582,197228.495967742,107358.94758064517,161850.89112903227,490592.8787878788,483187.5606060606,51289.5,7823.25,10696.5,12694.75,13570.25,94783,-3.03,1761,5.4e-05
광진구,2023,분식전문점,228211224.5664336,52482975.47552448,52412607.35664336,49204157.020979024,39747678.67132867,0.2721,11.83,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,313,0.00047
광진구,2023,양식음식점,443887356.6590909,129638864.0909091,99873171.1818182,77084724.11363636,55089982.68181818,0.3663,18.56,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,237,0.000242
광진구,2023,일식음식점,516620073.8627451,140112857.96078432,114252701.88235296,70701593.68627451,70480073.05882353,0.2927,13.72,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,283,0.000208
광진구,2023,중식음식점,579930436.421875,175579069.078125,139470449.515625,87725149.1875,77842857.953125,0.3525,10.87,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,246,0.000185
광진구,2023,치킨전문점,127207396.52777778,37326171.34259259,28157431.740740743,19943550.79629629,21471841.712962963,0.3106,8.42,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,533,0.000844
광진구,2023,커피-음료,405611261.85393256,130241577.42134832,94861413.87078652,61689563.97191011,58099749.28651685,0.3347,14.05,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,575,0.000265
광진구,2023,한식음식점,1951254838.148148,351122173.087963,377145812.9444444,304068585.9259259,350852797.787037,0.3079,9.43,955309.616935484,202233.1290322581,167818.30241935485,141453.125,133629.93548387097,193254.43548387097,104622.66935483873,158928.9556451613,526522.5833333334,516933.17424242425,48716.5,7405.75,10155.5,12083.0,12923.0,107323,13.23,1748,5.5e-05
광진구,2024,분식전문점,231222338.2765957,47741957.319148935,53572332.39716312,48750176.93617021,42482708.73049645,0.2844,11.31,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,298,0.000488
광진구,2024,양식음식점,369622802.5111112,97102171.46666668,87988396.77777778,65447420.57777778,48441032.777777776,0.3599,14.44,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,231,0.000305
광진구,2024,일식음식점,462331988.1875,126733868.27083331,103104299.20833331,61016905.895833336,61795281.10416666,0.2877,9.7,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,298,0.000244
광진구,2024,중식음식점,543523867.9104477,148178722.2238806,136248745.49253732,81193789.47761194,76655110.46268657,0.3419,10.43,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,249,0.000208
광진구,2024,치킨전문점,108884854.21649484,26759570.50515464,23793909.73195876,16128511.98969072,21604066.01030928,0.3049,9.04,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,513,0.001037
광진구,2024,커피-음료,415251222.2643678,123707867.14367816,99114402.3448276,63235781.24137931,63901036.551724136,0.3248,15.79,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,544,0.000272
광진구,2024,한식음식점,1992355425.913242,333616530.8082192,403366051.8127854,305460133.9315069,360238169.0913242,0.3061,9.42,942158.1532258064,199783.40322580645,165102.625,139707.16532258064,131819.99596774194,191713.4758064516,103923.09677419356,155956.59677419355,532897.0454545454,522094.2803030303,44239.5,6728.25,9208.25,10989.0,11822.0,112871,5.17,1759,5.7e-05
구로구,2019,분식전문점,236196890.1263158,59305637.94736842,59618650.29473684,50067170.6,31063120.0,0.2637,7.51,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,357,0.000396
구로구,2019,양식음식점,559630314.3571428,115770131.57142857,174651469.7142857,117534064.85714284,46054247.571428575,0.2543,14.15,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,91,0.000167
구로구,2019,일식음식점,573354002.5517242,136372220.06896552,154189979.62068966,101084594.79310344,63426384.551724136,0.2634,12.03,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,117,0.000163
구로구,2019,중식음식점,336735038.57471263,51740496.24137931,86078216.06896552,75090825.20689656,58543826.24137931,0.3207,10.17,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,309,0.000278
구로구,2019,치킨전문점,104062193.42307691,19083972.69230769,24118082.730769232,27190244.32051282,18573817.807692308,0.3094,7.73,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,704,0.000898
구로구,2019,커피-음료,316039560.97115386,92194337.64423075,95560161.23076925,55032437.50961538,32689202.865384616,0.2365,12.56,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,390,0.000296
구로구,2019,한식음식점,1185652589.8194444,190911018.1574074,263739749.9074074,241982339.1111111,204203598.9351852,0.2578,8.29,768717.9291666667,103440.25416666668,130152.19166666668,128016.54166666669,122501.49166666668,156751.69166666668,94062.62916666668,132198.78333333333,651354.0833333334,648842.0,108376.0,18269.0,30868.0,27201.0,19902.0,93450,0.0,1913,7.9e-05
구로구,2020,분식전문점,229712978.3148148,54240308.36111111,56170872.57407408,47422454.083333336,32926940.925925925,0.2462,9.14,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,358,0.00042
구로구,2020,양식음식점,359363560.2,84426389.4,109621655.7,61233225.9,26917301.75,0.174,10.68,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,92,0.000269
구로구,2020,일식음식점,492831824.5833333,118624290.83333331,135165649.25,83235487.69444445,49751204.44444445,0.2311,9.22,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,128,0.000196
구로구,2020,중식음식점,300011928.1235955,43603173.43820225,74027951.01123595,67843303.95505618,51491945.11235955,0.2899,8.16,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,315,0.000322
구로구,2020,치킨전문점,98960008.64,15770511.933333334,21490548.84,25903531.69333333,21225143.04,0.3199,7.75,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,702,0.000976
구로구,2020,커피-음료,296309385.5188679,85607991.33018868,87868548.33962265,51326724.86792453,29702279.37735849,0.1971,8.39,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,437,0.000326
구로구,2020,한식음식점,1132197677.1860466,189961401.82790697,244649516.99069768,220488849.8372093,201510326.4,0.2441,7.77,770472.4708333333,104652.0,129993.1,128875.95,121818.5875,157312.54583333334,94928.35416666669,132358.63333333333,494221.8125,490065.2395833333,110741.25,18784.0,31698.25,27806.5,20185.75,96555,3.32,1923,8.5e-05
구로구,2021,분식전문점,258544127.9844961,55259322.51162791,61427346.20930233,55277841.8992248,38289329.8992248,0.2343,13.38,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,343,0.000407
구로구,2021,양식음식점,509101469.4761905,122343079.57142857,146745728.23809522,87904248.1904762,38095166.38095238,0.1725,15.89,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,90,0.000207
구로구,2021,일식음식점,518892301.8055556,110741913.72222222,131841401.8888889,78453367.0,57090566.472222224,0.2054,10.06,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,143,0.000203
구로구,2021,중식음식점,395240296.7604167,59385020.84375,96247884.89583331,84801584.54166667,69043381.79166667,0.2738,9.94,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,326,0.000266
구로구,2021,치킨전문점,91827841.95049503,12537894.02970297,16903999.534653466,22511622.792079207,21825555.91089109,0.2995,14.97,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,642,0.001145
구로구,2021,커피-음료,336939660.8357143,89116564.17857143,98477328.58571428,61644292.99285714,35415278.54285714,0.1936,12.62,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,457,0.000312
구로구,2021,한식음식점,1408615170.0841122,197973046.0,281719011.06542057,269761048.3224299,263173659.28037384,0.2388,13.28,762200.0291666667,102312.3,129508.54166666669,128466.3125,123363.44166666668,154530.99166666667,92520.29166666669,130998.325,491284.0208333333,486778.2083333333,119931.5,20502.5,34632.75,30144.75,21632.25,105182,8.93,1822,7.5e-05
구로구,2022,분식전문점,295375310.699187,55602972.47154471,71492840.46341464,62905400.16260163,45911059.8699187,0.2373,11.78,755088.5166666667,100071.97916666669,130298.47916666669,127876.7875,125592.50416666668,152496.29583333334,90537.1625,129714.97916666669,523020.3541666667,519795.7291666667,124966.0,20893.0,35720.5,31416.0,23067.0,107811,2.5,322,0.000365
구로구,2022,양식음식점,578633933.0,120754106.54166669,169026566.29166666,105691381.0,50820720.66666666,0.1749,11.88,755088.5166666667,100071.97916666669,130298.47916666669,127876.7875,125592.50416666668,152496.29583333334,90537.1625,129714.97916666669,523020.3541666667,519795.7291666667,124966.0,20893.0,35720.5,31416.0,23067.0,107811,2.5,89,0.000186
